V1,live,objekttyp,zustand,wohnflache,grundflache,zimmer,heizung,verfugbar,bautyp,boden,nutzflache,gesamtflache,abstellraum,balkon,barrierefrei,carport,dachterrasse,einbaukuche,fahrstuhl,garage,garten,keller,loggia,parkplatz,teilmobliert.mobliert,terrasse,wintergarten,hwb.kwh.m2.jahr,hwb.energieklasse,fgee.energieklasse,fgee,betriebskosten.inkl.mwst,heizkosten.exkl.mwst,monatliche.kosten.mwst,monatliche.kosten.inkl.mwst,sonstige.kosten.exkl.mwst,price,id,address,postalCode,city,county,state,country,street,houseNumber,district,geometry,wien.dist,kottingbrunn.dist,price.predicted,residual
319925225,TRUE,Einfamilienhaus,Renoviert,260,377,8,UNKNOWN,ab sofort,Altbau,UNKNOWN,,UNKNOWN,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,695000,332,"Baden, Niederösterreich, Österreich",2500,Baden,Baden,Niederösterreich,AUT,UNKNOWN,UNKNOWN,Baden,16.23262|48.00644,22506.0833863342,6120.84224314538,836829.062502507,141829.062502507
374304495,TRUE,Einfamilienhaus,Sehr gut/gut,122,698,4,Etagenheizung,UNKNOWN,Altbau,Parkett,,UNKNOWN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,186,E,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,450000,395,"2500, Niederösterreich, Österreich",2500,UNKNOWN,Baden,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.20435|48.0032,23888.5232503626,6029.54888474542,590841.120124632,140841.120124632
373454632,FALSE,Sonstige,Sanierungsbedürftig,600,1.4,,UNKNOWN,UNKNOWN,Altbau,UNKNOWN,600,UNKNOWN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72.2559594383775,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,260000,922,"Weissenbach an der Triesting, Niederösterreich, Österreich",2564,Weissenbach an der Triesting,Baden,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.03811|47.982,33814.0421006643,14619.1380247172,400294.998908936,140294.998908936
358654911,TRUE,Einfamilienhaus,Erstbezug,107,243,4,UNKNOWN,UNKNOWN,Neubau,UNKNOWN,107,UNKNOWN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,42,B,A,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,265000,345,"Kottingbrunner Straße 31, 2540 Bad Vöslau, Österreich",2540,Bad Vöslau,Baden,Niederösterreich,AUT,Kottingbrunner Straße,31,Gainfarn,16.21001|47.95855,28010.9923135588,1592.13234842251,405095.302927896,140095.302927896
372585300,TRUE,Einfamilienhaus,Erstbezug,115,334.007319952775,,Fußbodenheizung,nach Vereinbarung,Neubau,UNKNOWN,,UNKNOWN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,A+,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,223300,393,"Bad Vöslau, Niederösterreich, Österreich",2540,Bad Vöslau,Baden,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.21419|47.96535,27194.9453342827,1879.42932042815,363347.502690564,140047.502690564
386554928,TRUE,Einfamilienhaus,UNKNOWN,234,768,,UNKNOWN,ab sofort,UNKNOWN,UNKNOWN,234,UNKNOWN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72.2559594383775,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,301000,229,"Deutsch Brodersdorf, Seibersdorf, Niederösterreich, Österreich",2443,Seibersdorf,Baden,Niederösterreich,AUT,UNKNOWN,UNKNOWN,Deutsch Brodersdorf,16.47494|47.93895,28229.2673359543,18460.3684454277,440355.615734017,139355.615734017
339442108,TRUE,Einfamilienhaus,Erstbezug,113,432,5,Luftwärmepumpe,nach Vereinbarung,Neubau,UNKNOWN,,UNKNOWN,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,A+,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,484401,153,"Oberwaltersdorf, Niederösterreich, Österreich",2522,Oberwaltersdorf,Baden,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.32317|47.97773,23307.7548645101,7647.20405058941,622771.368676371,138370.368676371
356241567,TRUE,Einfamilienhaus,Sehr gut/gut,317,526,10,Gasheizung,ab sofort,Neubau,UNKNOWN,,UNKNOWN,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,190,E,D,2.36,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,895000,718,"Liechtensteinstraße, 2345 Brunn am Gebirge, Österreich",2345,Brunn am Gebirge,Mödling,Niederösterreich,AUT,Liechtensteinstraße,UNKNOWN,Brunn am Gebirge,16.27862|48.10636,11341.4376952846,17623.9814901747,1033057.24511469,138057.245114687
326535830,TRUE,Einfamilienhaus,UNKNOWN,407,1.18,10,Gasheizung,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,311.2,G,G,4.98,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,598000,250,"Berndorf, Niederösterreich, Österreich",2560,Berndorf,Baden,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.10883|47.94558,33223.2823454834,8965.40755384716,735469.710542856,137469.710542856
389369107,TRUE,Einfamilienhaus,UNKNOWN,115,540,4,Zentralheizung,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,72,UNKNOWN,UNKNOWN,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,435000,461,"Breitenfurt bei Wien, Niederösterreich, Österreich",2384,Breitenfurt bei Wien,Mödling,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.20447|48.13809,13827.7607817435,20829.0085258465,570815.00913464,135815.00913464
340969271,TRUE,Doppelhaushälfte,UNKNOWN,142,284,5,Fußbodenheizung,UNKNOWN,Neubau,UNKNOWN,200,UNKNOWN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,30.3,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,512500,431,"Brunn am Gebirge, Niederösterreich, Österreich",2345,Brunn am Gebirge,Mödling,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.28623|48.10761,10874.8066423881,17887.8275952402,647371.255600601,134871.255600601
389397741,TRUE,Einfamilienhaus,UNKNOWN,186,1.175,4,UNKNOWN,ab sofort,UNKNOWN,UNKNOWN,,UNKNOWN,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,91.8,C,C,1.13,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,455000,294,"Alland, Niederösterreich, Österreich",2534,Alland,Baden,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.07846|48.05845,26264.9663244231,16337.5347719797,589730.436666967,134730.436666967
381909752,FALSE,Einfamilienhaus,Neuwertig,199,326,5,Fußbodenheizung,nach Vereinbarung,Neubau,Holz,,UNKNOWN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,72.2559594383775,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,680000,886,"Laxenburger Straße 40a, 2351 Wiener Neudorf, Österreich",2351,Wiener Neudorf,Mödling,Niederösterreich,AUT,Laxenburger Straße,40a,Wiener Neudorf,16.3191|48.08228,12127.9909090972,16038.6009176346,814165.8334896,134165.8334896
384296000,FALSE,Reihenhaus,Erstbezug,109,154,4.5,Fußbodenheizung,UNKNOWN,UNKNOWN,UNKNOWN,154,UNKNOWN,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,72.2559594383775,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,395000,776,"Siegenfeld, Heiligenkreuz, Niederösterreich, Österreich",2500,Heiligenkreuz,Baden,Niederösterreich,AUT,UNKNOWN,UNKNOWN,Siegenfeld,16.17697|48.03811,22044.8097247415,10374.6702621014,528910.214999136,133910.214999136
365290784,TRUE,Einfamilienhaus,Sehr gut/gut,62,812,3,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,180,UNKNOWN,UNKNOWN,1.34,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,360000,659,"Breitenfurt bei Wien, Niederösterreich, Österreich",2384,Breitenfurt bei Wien,Mödling,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.20447|48.13809,13827.7607817435,20829.0085258465,492451.46115655,132451.46115655
209963675,TRUE,Einfamilienhaus,Erstbezug,122,305,5,UNKNOWN,UNKNOWN,Neubau,UNKNOWN,183,UNKNOWN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,42,B,A,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,333000,157,"Kottingbrunner Straße 31, 2540 Bad Vöslau, Österreich",2540,Bad Vöslau,Baden,Niederösterreich,AUT,Kottingbrunner Straße,31,Gainfarn,16.21001|47.95855,28010.9923135588,1592.13234842251,465313.933724857,132313.933724857
372763883,TRUE,Doppelhaushälfte,Erstbezug,102,220,4,Fußbodenheizung,UNKNOWN,Neubau,UNKNOWN,109,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,50,B,A,0.77,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,379000,392,"Oberwaltersdorf, Niederösterreich, Österreich",2522,Oberwaltersdorf,Baden,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.32317|47.97773,23307.7548645101,7647.20405058941,511077.076784154,132077.076784154
358309034,TRUE,Einfamilienhaus,Erstbezug,122,320,5,UNKNOWN,UNKNOWN,Neubau,UNKNOWN,122,UNKNOWN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,42,B,A,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,298000,23,"Kottingbrunner Straße 31, 2540 Bad Vöslau, Österreich",2540,Bad Vöslau,Baden,Niederösterreich,AUT,Kottingbrunner Straße,31,Gainfarn,16.21001|47.95855,28010.9923135588,1592.13234842251,429230.990049039,131230.990049039
365729348,TRUE,Einfamilienhaus,Erstbezug,145,334.007319952775,,Fußbodenheizung,nach Vereinbarung,Neubau,UNKNOWN,,UNKNOWN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,A+,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,261870,404,"Ebreichsdorf, Niederösterreich, Österreich",2483,Ebreichsdorf,Baden,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.40133|47.96309,24652.9855363011,12970.5244106062,390164.832983073,128294.832983073
375981279,TRUE,Doppelhaushälfte,Erstbezug,125,188,4,Luftwärmepumpe,ab sofort,UNKNOWN,UNKNOWN,188,UNKNOWN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,72.2559594383775,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,"€ 139,70",UNKNOWN,429000,457,"Guntramsdorf, Niederösterreich, Österreich",2353,Guntramsdorf,Mödling,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.31287|48.04926,15748.8750961773,12564.4534649207,557250.974485697,128250.974485697
378579292,TRUE,Doppelhaushälfte,Erstbezug,135,357,5,Fußbodenheizung,UNKNOWN,Neubau,UNKNOWN,,UNKNOWN,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,72.2559594383775,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,526000,615,"Brunn am Gebirge, Niederösterreich, Österreich",2345,Brunn am Gebirge,Mödling,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.28623|48.10761,10874.8066423881,17887.8275952402,653774.980081597,127774.980081597
317537338,FALSE,Reihenhaus,Erstbezug,98,107,4,Luftwärmepumpe,nach Vereinbarung,Neubau,UNKNOWN,,UNKNOWN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,28.6,B,A,0.76,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,317970,752,"Guntramsdorf, Niederösterreich, Österreich",2353,Guntramsdorf,Mödling,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.31287|48.04926,15748.8750961773,12564.4534649207,445264.721733013,127294.721733013
317535276,FALSE,Reihenhaus,Erstbezug,90,90,4,Luftwärmepumpe,nach Vereinbarung,Neubau,UNKNOWN,,UNKNOWN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,29.5,B,A,0.73,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,306950,829,"Guntramsdorf, Niederösterreich, Österreich",2353,Guntramsdorf,Mödling,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.31287|48.04926,15748.8750961773,12564.4534649207,434157.335577215,127207.335577215
306775731,TRUE,Einfamilienhaus,Erstbezug,122,373,4,Fußbodenheizung,UNKNOWN,Neubau,UNKNOWN,,UNKNOWN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,35,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,420000,577,"2340, Niederösterreich, Österreich",2340,UNKNOWN,Mödling,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.27763|48.07893,13850.9542314508,14639.1581355136,546253.430053731,126253.430053731
384893100,TRUE,Reihenhaus,UNKNOWN,107,353,4,Fußbodenheizung,UNKNOWN,Neubau,Parkett,124,UNKNOWN,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,178,F,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,€ 105,UNKNOWN,375000,644,"Königsbühelstraße, 2384 Breitenfurt bei Wien, Österreich",2384,Breitenfurt bei Wien,Mödling,Niederösterreich,AUT,Königsbühelstraße,UNKNOWN,Breitenfurt Ost,16.18709|48.13999,14965.1641085147,21189.3549141436,498797.34572436,123797.345724359
365281230,TRUE,Reihenhaus,Neuwertig,100,199,5,Zentralheizung,ab sofort,UNKNOWN,Parkett,154,154 m²,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,39.1,B,C,1.13,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,340000,308,"Tribuswinkel, Traiskirchen, Niederösterreich, Österreich",2512,Traiskirchen,Baden,Niederösterreich,AUT,UNKNOWN,UNKNOWN,Tribuswinkel,16.27046|48.00603,21345.0171349585,6827.52608716887,462763.20865352,122763.20865352
363217402,TRUE,Doppelhaushälfte,Sehr gut/gut,105,487,5,Gasheizung,ab sofort,Neubau,Parkett,,UNKNOWN,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,72.2559594383775,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,449000,407,"2500, Niederösterreich, Österreich",2500,UNKNOWN,Baden,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.20435|48.0032,23888.5232503626,6029.54888474542,570368.697864042,121368.697864041
388628687,TRUE,Einfamilienhaus,UNKNOWN,160,609,5,Zentralheizung,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,284.6,G,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,284000,101,"Berndorf, Niederösterreich, Österreich",2560,Berndorf,Baden,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.10883|47.94558,33223.2823454834,8965.40755384716,404819.780393813,120819.780393813
387626421,FALSE,Einfamilienhaus,UNKNOWN,186,1.175,4,UNKNOWN,ab sofort,UNKNOWN,UNKNOWN,,UNKNOWN,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,91.8,C,C,1.13,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,455000,842,"Alland, Niederösterreich, Österreich",2534,Alland,Baden,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.07846|48.05845,26264.9663244231,16337.5347719797,574840.798308706,119840.798308706
375004101,TRUE,Doppelhaushälfte,Neuwertig,112,345,4,Fußbodenheizung,UNKNOWN,Neubau,Parkett,131,UNKNOWN,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,44.4,B,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,"€ 234,16",UNKNOWN,550000,460,"Gumpoldskirchen, Niederösterreich, Österreich",2352,Gumpoldskirchen,Mödling,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.27688|48.04577,17106.5693060734,11089.7703068089,669496.959196352,119496.959196352
310504853,TRUE,Reihenhaus,UNKNOWN,120,334.007319952775,4,Fußbodenheizung,UNKNOWN,Neubau,Parkett,,UNKNOWN,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,27.2,B,A,0.84,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,709000,660,"Hinterbrühl, Niederösterreich, Österreich",2371,Hinterbrühl,Mödling,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.24746|48.08684,14502.0975151048,15119.0878861107,827559.072398802,118559.072398802
356932143,TRUE,Doppelhaushälfte,Sehr gut/gut,116,254,5,Zentralheizung,ab sofort,UNKNOWN,UNKNOWN,,UNKNOWN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,66,C,UNKNOWN,,€ 94,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,398000,500,"Guntramsdorf, Niederösterreich, Österreich",2353,Guntramsdorf,Mödling,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.31287|48.04926,15748.8750961773,12564.4534649207,516272.630827989,118272.630827989
388242758,FALSE,Einfamilienhaus,UNKNOWN,186,1.175,4,UNKNOWN,ab sofort,UNKNOWN,UNKNOWN,,UNKNOWN,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,91.8,C,C,1.13,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,455000,902,"Alland, Niederösterreich, Österreich",2534,Alland,Baden,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.07846|48.05845,26264.9663244231,16337.5347719797,573233.55295125,118233.55295125
389942862,TRUE,Einfamilienhaus,Neuwertig,165,457,5,Luftwärmepumpe,nach Vereinbarung,Neubau,Fliesen,,UNKNOWN,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,29.6,UNKNOWN,UNKNOWN,0.71,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,480000,11,"Ebreichsdorf, Niederösterreich, Österreich",2483,Ebreichsdorf,Baden,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.40133|47.96309,24652.9855363011,12970.5244106062,597813.119336984,117813.119336984
380197149,TRUE,Einfamilienhaus,UNKNOWN,110,841,4,Zentralheizung,UNKNOWN,Neubau,Laminat,,UNKNOWN,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,72.2559594383775,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,220000,368,"Hernstein, Niederösterreich, Österreich",2560,Hernstein,Baden,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.1052|47.89475,38038.7309941548,11167.6556262182,336333.878548849,116333.878548849
339438890,TRUE,Einfamilienhaus,Erstbezug,113,432,4,Luftwärmepumpe,nach Vereinbarung,Neubau,UNKNOWN,,UNKNOWN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,A+,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,506479,154,"Oberwaltersdorf, Niederösterreich, Österreich",2522,Oberwaltersdorf,Baden,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.32317|47.97773,23307.7548645101,7647.20405058941,622742.307733595,116263.307733595
379814241,TRUE,Doppelhaushälfte,UNKNOWN,200,1.135,4,Fernwärme,UNKNOWN,UNKNOWN,UNKNOWN,350,UNKNOWN,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,153,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,399000,218,"Heiligenkreuz, Niederösterreich, Österreich",2532,Heiligenkreuz,Baden,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.12796|48.05609,23387.6790080022,13844.2874492798,515171.876553778,116171.876553778
378848666,TRUE,Einfamilienhaus,Sehr gut/gut,180,572,5.5,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,260,UNKNOWN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,180,E,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,525000,371,"Pfaffstätten, Niederösterreich, Österreich",2511,Pfaffstätten,Baden,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.26585|48.01732,20322.4308622858,7834.9830695546,640746.028838471,115746.028838471
324416133,TRUE,Einfamilienhaus,Sehr gut/gut,143,425,5,Zentralheizung,UNKNOWN,Neubau,Parkett,176,176 m²,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,150,D,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,349000,34,"Trumau, Niederösterreich, Österreich",2521,Trumau,Baden,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.34233|47.99331,21383.9319961781,9687.63910901274,462212.318023498,113212.318023498
321555529,TRUE,Einfamilienhaus,Sehr gut/gut,88,456,3,Zentralheizung,ab sofort,UNKNOWN,UNKNOWN,120,UNKNOWN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,248.5,F,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,295000,172,"Kottingbrunn, Niederösterreich, Österreich",2542,Kottingbrunn,Baden,Niederösterreich,AUT,UNKNOWN,UNKNOWN,UNKNOWN,16.22853|47.95146,28148.7268017508,0,404053.455183945,109053.455183945
383353600,TRUE,Doppelhaushälfte,Erstbezug,102,237,4,Luftwärmepumpe,completion.date.stated,Neubau,UNKNOWN,,UNKNOWN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,48,B,UNKNOWN,,€ 120,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,337900,352,"Plattenwaldgasse 329, 2534 Alland, Österreich",2534,Alland,Baden,Niederösterreich,AUT,Plattenwaldgasse,329,Alland,16.0856|48.059,25783.3754286253,16022.6253767424,446377.41876,108477.41876
388024934,TRUE,Einfamilienhaus,Erstbezug,122,353,4,Fußbodenheizung,nach Vereinbarung,Neubau,Parkett,,UNKNOWN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,40,B,A,0.75,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,319623,160,"Herrengasse, 2534 Alland, Österreich",2534,Alland,Baden,Niederösterreich,AUT,Herrengasse,UNKNOWN,Alland,16.07708|48.05863,26341.3441401776,16422.7880782762,427924.388375821,108301.388375821
